id,name,street,zip,city,lat,lon,distance_m,phone,email,website,care_type,has_kurzzeitpflege,eigenanteil_display,pg1_total_month,pg1_eigenanteil,pg1_housing_care,pg1_invest,pg2_total_month,pg2_eigenanteil,pg2_housing_care,pg2_invest,pg3_total_month,pg3_eigenanteil,pg3_housing_care,pg3_invest,pg4_total_month,pg4_eigenanteil,pg4_housing_care,pg4_invest,pg5_total_month,pg5_eigenanteil,pg5_housing_care,pg5_invest,staff_ratio,construction_year,facility_amenities,room_amenities,services,meal_info,quality_report_url,photo_count,photo_urls,visiting_always,visiting_hours,accessibility,contact_persons,last_update,google_rating,google_review_count,google_website,google_maps_url,google_place_id,google_match_distance_m,web_verfuegbare_plaetze,web_preise_details,web_zimmer_typen,web_pflegeangebote,web_besondere_schwerpunkte,web_aktivitaeten,web_lage_umgebung,web_traeger,web_besonderheiten,web_kontakt_details
8504,Altenzentrum Korntal,Friederichstr. 2,70825,Korntal-Münchingen,48.832633983269,9.1235419131235,7119,0711 836300,info-azk@diakonie-bgk.de,http://www.altenzentrum-korntal.de/,"Kurzzeitpflege, Langzeitpflege",True,"3.304,89 €",3633.4750000000004,2531.2482000000005,1233.2268000000001,0,3304.8893000000003,2437.25,1233.2268000000001,0,3304.8893000000003,2437.25,1233.2268000000001,0,3304.8893000000003,2437.25,1233.2268000000001,0,3304.8893000000003,2437.25,1233.2268000000001,0,Pflegegrad 1: k.A.; Pflegegrad 2: k.A.; Pflegegrad 3: k.A.; Pflegegrad 4: k.A.; Pflegegrad 5: k.A.,1994,Eigene Haustiere; Einrichtungseigene Aufenthaltsmöglichkeiten im Freien,Telefonanschluss in den Bewohnerzimmern: Hauseigene Telefonanlage; TV- oder Kabelanschluss in den Bewohnerzimmern; Internetzugang in den Bewohnerzimmern; Möbelmitnahme möglich,"Wäscheversorgung (insbesondere Kleidung); Reinigung der Zimmer; Seniorengymnastik, Singen, Kreativkreis, Bunte Stunde, Kaffeekränzchen, Spielnachmittag...; Fürsprechergremium, Angehörigenabende, Eingewöhnungsgespräch, Fallgespräche, Feste; Für alle gesetzlich versicherten Bewohnerinnen und Bewohner besteht ein Beratungsangebot zur gesundheitlichen Versorgungsplanung nach § 132g SGB V durch einen weitergebildeten Berater.","Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache); Zubereitung eigener Mahlzeiten möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden; Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Diätkost (z.B. Diabetiker- oder Reduktionskost); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Gemeinschaftliches Mittagessen möglich",https://navigatoren.aok.de/etl/public/reports/2019/510/51081178470825-68ee6a8d4bad5.pdf,0,,False,,Alle Wohn- und Gemeinschaftsflächen sind für die Bewohner und deren Angehörige in der Einrichtung barrierefrei zugänglich.,,,4.6,9,http://www.altenzentrum-korntal.de/,https://maps.google.com/?cid=18355609167077715715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJnUXmSg3amUcRAy-SB0k5vP4,26,,,,"Kurzzeitpflege (Short-term care), Dauerpflege (Long-term care), Betreutes Wohnen (Assisted Living), Offene Begegnung (Open meeting/day care activities)",,"Offene Begegnung mit Bastelaktivitäten und gemeinsamen Aktivitäten, Mittagstisch (lunch service) verfügbar","Korntal-Münchingen, Friederichstraße 2, 70825 Korntal-Münchingen. Bilder zeigen Außenbereiche mit Bänken und Grünflächen, barrierefreie Appartements mit Bäumen und Büschen",Diakonie der Evangelischen Brüdergemeinde Korntal (kirchlich/diakonisch),"Wertschätzendes Miteinander, angenehme Arbeitsatmosphäre, Förderverein vorhanden, Ehrenamtliche Unterstützung möglich, Mittagstisch auch für externe Gäste","Altenzentrum Korntal, Friederichstraße 2, 70825 Korntal-Münchingen, Telefon: 0711 83 630-0, E-Mail: info-azk@diakonie-bgk.de, E-Mail für Medizinprodukte: medizinprodukte-azk@diakonie-bgk.de"
8840,Wohnstift Mönchfeld,Flundernweg 14,70378,Stuttgart,48.843833978059,9.2126339483936,7299,0711 849090,,http://moenchfeld.altenheimat.de/,"Kurzzeitpflege, Langzeitpflege",True,"3.278,10 €",3511.7950000000005,2453.6772000000005,1189.1178000000002,0,3278.1033,2457.63,1189.1178000000002,0,3278.1033,2457.63,1189.1178000000002,0,3278.1033,2457.63,1189.1178000000002,0,3278.1033,2457.63,1189.1178000000002,0,,,,,,Teeküche ist für die individuelle Nutzung der Bewohner vorhanden,https://navigatoren.aok.de/etl/public/reports/2019/510/51081895270378-69423ab62e3e2.pdf,1,https://navigatoren.aok.de/etl/public/images/nursing_home/image316642detail-63738b878c219.jpg,True,Besucher jederzeit willkommen,,,,4.1,13,http://moenchfeld.altenheimat.de/,https://maps.google.com/?cid=11321083546857379381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ49YgFvvPmUcRNRb0EoGRHJ0,48,,,"90 Einzelzimmer für Dauer- und Kurzzeitpflege; 27 Appartements für Betreutes Wohnen (mit 1, 2 oder 3 Zimmern) im Appartement mit Balkon oder im Bungalow mit Gärtchen; Viele Pflegezimmer sind mit einem geschützt liegenden Balkon mit Blick ins Grüne ausgestattet","Dauerpflege, Kurzzeitpflege, Betreutes Wohnen, Pflege und Betreuung von Menschen mit Demenz",Pflege und Betreuung von Menschen mit Demenz; Sechs familiäre Wohngruppen,"Vielfältiges Hausleben mit Konzerten, großen Jahreszeiten-Festen und kleineren Angeboten; Sinnesgarten mit Rundweg und Stationen, Seniorensportgeräten; Hauseigene Bibliothek; Andachtsraum; Wohnstift-Café","Mitten im Grünen und gut erreichbar; Spazierwege führen zu den nahe gelegenen Grünanlagen, zum Wald, den Aussichtspunkten über dem Neckartal und dem Max-Eyth-See; Geschäfte, Gemeindehaus und Kirche sind in wenigen Gehminuten erreichbar; Der öffentliche Nahverkehr sorgt für einen schnellen Anschluss ins Stuttgarter Zentrum; Begrünter Innenhof und Sinnesgarten mit Rundweg und Stationen sowie Sitzmöglichkeiten",Stiftung Evangelische Altenheimat (evangelisch/diakonisch); Das Wohnstift Mönchfeld wurde 1974 von Susanne Urban gegründet und wird daher auch Susanne-Urban-Haus genannt. Seit 2005 gehört es zur Evangelischen Altenheimat,"50-jähriges Jubiläum im Jahr 2024; Hauseigene Küche, die täglich Bewohner*innen, Mitarbeitende, Betreutes Wohnen und die Nachbarschaft mit wohlschmeckenden Mahlzeiten versorgt; In den Stadtteil geöffnetes Wohnstift-Café; Sinnesgarten mit vielfältiger Bepflanzung, einem Wasserlauf, einer Laube, schönen Sitzgelegenheiten, Seniorensportgeräten und Obststräuchern und -bäumen; Ein in den Stadtteil vernetztes Haus mit Raum für Entspannung und Begegnung; Die Anlage des Sinnesgartens wurde unterstützt durch die Deutsche Fernsehlotterie","Einrichtungsleiterin: Bernada Lukic; Tel.: 0711 84909-115; Fax: 0711 84909-170; E-Mail: lukic@altenheimat.de; Allgemein: Tel.: 0711 84909-0; E-Mail: wsm@altenheimat.de; Adresse: Flundernweg 14, 70378 Stuttgart-Mönchfeld; Aufnahmeantrag kann heruntergeladen, am PC ausgefüllt und per Mail geschickt werden"
8484,Haus St. Ulrich,Steinbuttstr. 25,70378,Stuttgart,48.842480954255,9.219443986731,7328,0711 849080,st.ulrich@caritas-stuttgart.de,https://www.caritas-stuttgart.de/hilfe-beratung/altenhilfe/alten-und-pflegeheime/haus-st.-ulrich-moenchfeld/pflegeheim-haus-st.-ulrich-stuttgart-moenchfeld,"Kurzzeitpflege, Langzeitpflege",True,"3.131,14 €",3457.3432000000003,2384.3196000000003,1204.0236,0,3131.1436,2267.2,1204.0236,0,3131.1436,2267.2,1204.0236,0,3131.1436,2267.2,1204.0236,0,3131.1436,2267.2,1204.0236,0,"Pflegegrad 1: 1 Vollzeitstelle: 4,5 Pflegebedürftige; Pflegegrad 2: 1 Vollzeitstelle: 3,5 Pflegebedürftige; Pflegegrad 3: 1 Vollzeitstelle: 2,6 Pflegebedürftige; Pflegegrad 4: 1 Vollzeitstelle: 2,0 Pflegebedürftige; Pflegegrad 5: 1 Vollzeitstelle: 1,8 Pflegebedürftige",1975,Einrichtungseigene Aufenthaltsmöglichkeiten im Freien; Eigene Haustiere erlaubt: Bitte nach Absprache; Kegelbahn,Internetzugang in den Bewohnerzimmern: WLAN ist derezeit in der Bearbeitung; Telefonanschluss in den Bewohnerzimmern: Telefone sind über unsere Hausanlage möglich; externe Anbieter leider nicht; TV- oder Kabelanschluss in den Bewohnerzimmern: Wir empfehlen zwecks Bedienung einen Fernseher mit eingebautem Satelitenreceiver; Möbelmitnahme möglich,Reinigung der Zimmer; Die Hausreinigung ist an unser Tochterunternehmen carisma vergeben; Einzugsgespräch in der Pflegeeinrichtung; Reinigung der Zimmer; Wir bieten ein vielfältiges Programm: Sportangebote; Beschäftigungstherapie; Filmnachmittage; Themenbezogene Angehörigenabende; Einzeltermine können selbstverständlich vereinbart werden; Für alle gesetzlich versicherten Bewohnerinnen und Bewohner besteht ein Beratungsangebot zur gesundheitlichen Versorgungsplanung nach § 132g SGB V durch einen weitergebildeten Berater.,"Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache): In unserer hauseigenen Küche werden alle Speisen selbst zubereitet.; Zubereitung eigener Mahlzeiten möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden; Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Diätkost (z.B. Diabetiker- oder Reduktionskost); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Gemeinschaftliches Mittagessen möglich",https://navigatoren.aok.de/etl/public/reports/2019/510/51081150270378-68ee73afa16f7.pdf,11,https://navigatoren.aok.de/etl/public/images/nursing_home/phpsxcrkr-63db69b598917.jpg; https://navigatoren.aok.de/etl/public/images/nursing_home/phpmrpesl-63db69bd9ca98.jpg; https://navigatoren.aok.de/etl/public/images/nursing_home/phphe9ard-63db69fa0445a.jpg; https://navigatoren.aok.de/etl/public/images/nursing_home/phpj8g8dt-63db69ff5f118.jpg; https://navigatoren.aok.de/etl/public/images/nursing_home/phpafzebz-63db6a0980fd2.jpg,True,Besucher jederzeit willkommen,Alle Wohn- und Gemeinschaftsflächen sind für die Bewohner und deren Angehörige in der Einrichtung barrierefrei zugänglich.,Beratung und Aufnahme (),03.02.2023,4.6,13,https://www.caritas-stuttgart.de/hilfe-beratung/altenhilfe/alten-und-pflegeheime/haus-st.-ulrich-moenchfeld/pflegeheim-haus-st.-ulrich-stuttgart-moenchfeld,https://maps.google.com/?cid=6941499261573668258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJnxG3rPHPmUcRoh28_swoVWA,20,,,"Die 139 Pflegeplätze sind aufgeteilt auf vier Wohnbereiche. In unserem Haus St. Ulrich verfügen alle Einzel - und Doppelzimmer über ein eigenes Bad und zum größten Teil über einen Balkon, von dem aus man einen weiten Blick über den Max-Eyth-See und die Stadt Stuttgart hat. Zur Einrichtung der Zimmer können gerne eigene Möbel mitgebracht werden.","Vollstationäre Pflege, Kurzzeitpflege, Tagespflege",,Auf allen Wohnbereichen wird eine aktivierende Pflege und Betreuung angeboten. Zusätzlich bietet die hausinterne Ergotherapie regelmäßig Einzel- und Gruppenaktivitäten an - auch im Rahmen der Betreuung nach §43b SGB XI. Regelmäßige Gottesdienste der katholischen und evangelischen Gemeinde in der hauseigenen Kapelle. Begegnungsstätte bietet ein abwechslungsreiches Freizeitprogramm sowie Betreuungsgruppen für ältere Menschen.,"Unser Haus St. Ulrich bietet in zentraler Lage im grünen Stadtteil Mönchfeld alten und pflegebedürftigen Menschen eine neue Heimat zum Wohlfühlen. In der näheren Umgebung des Hauses finden Sie verschiedene Einkaufsmöglichkeiten, Ärzte und eine gute Anbindung an den Öffentlichen Nahverkehr. Die Weinberge vor unserem Haus sowie der nahegelegene May-Eyth-See bieten eine gute Möglichkeit zur Naherholung.","Caritasverband für Stuttgart e.V. (kirchlich, katholisch)","Hauseigene Wäscherei sorgt für zuverlässige Reinigung der Kleidung. Lichtdurchfluteter Speisesaal mit täglich zwei Menüs zur Auswahl, Sonderkostformen möglich. Offener Mittagstisch für ältere Menschen und Besucher aus der Umgebung. Hausinterne Ergotherapie. Kapelle mit regelmäßigen Gottesdiensten. Tagespflege mit Fahrdienst. Begegnungsstätte mit Freizeitprogramm. Öffentliche Hausführungen jeden 4. Montag im Monat, 15 bis 16 Uhr. Fußläufig entfernt: Seniorenwohnpark Mönchfeld mit Wohnungen zur Miete.","Anmeldungen sowie Informationen zur Datenverarbeitung und der Schweigepflicht erhalten Sie auf der Seite unseres Teams Beratung und Aufnahme. Kontakt über das Team der Beratung und Aufnahme für Besichtigung, Anmietung und weitere Informationen."
21669,PASODI Seniorenheim Steckfeld,Steckfeldstr. 53,70599,Stuttgart,48.715745682022,9.1997141084828,7417,0711 4026140,,https://www.pasodi.de/,"Kurzzeitpflege, Langzeitpflege",True,"3.203,00 €",3537.9562,2458.2402,1210.716,0,3202.9970000000003,2343.86,1210.716,0,3202.9970000000003,2343.86,1210.716,0,3202.9970000000003,2343.86,1210.716,0,3202.9970000000003,2343.86,1210.716,0,,,,,,Teeküche ist für die individuelle Nutzung der Bewohner vorhanden,https://navigatoren.aok.de/etl/public/reports/2019/510/51082989770599-69476c177659f.pdf,0,,False,,,,,3.4,9,https://www.pasodi.de/,https://maps.google.com/?cid=5107145396762898110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJf9pFsxzDmUcRvu5S9q054EY,26,,,,,,,,,,
8826,AWO Seniorenzentrum Fasanenhof,Solferinoweg 7,70565,Stuttgart,48.715507947846,9.1568569235819,7552,0711 6998900,szfasanenhof@awo-wuerttemberg.de,http://www.seniorenzentrum-fasanenhof.de/,Langzeitpflege,False,"3.099,25 €",3262.6552,2298.8394000000003,1094.8158,0,3099.2518,2358.16,1094.8158,0,3099.2518,2358.16,1094.8158,0,3099.2518,2358.16,1094.8158,0,3099.2518,2358.16,1094.8158,0,Pflegegrad 1: k.A.; Pflegegrad 2: k.A.; Pflegegrad 3: k.A.; Pflegegrad 4: k.A.; Pflegegrad 5: k.A.,2008,Einrichtungseigene Aufenthaltsmöglichkeiten im Freien; Eigene Haustiere erlaubt,Internetzugang in den Bewohnerzimmern; Telefonanschluss in den Bewohnerzimmern; TV- oder Kabelanschluss in den Bewohnerzimmern; Möbelmitnahme möglich,"Wäscheversorgung (insbesondere Kleidung); Wäscheversorgung (insbesondere Kleidung); Gymnastik, Werken, Backen, Spiele, Rätsel, Musik, Ausflüge, Feste; Feiern, Ausflüge","Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache); Zubereitung eigener Mahlzeiten möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden; Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Diätkost (z.B. Diabetiker- oder Reduktionskost); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Gemeinschaftliches Mittagessen möglich",https://navigatoren.aok.de/etl/public/reports/2019/510/51081872570565-695731c350ddc.pdf,0,,False,,Alle Wohn- und Gemeinschaftsflächen sind für die Bewohner und deren Angehörige in der Einrichtung barrierefrei zugänglich.,,,3.2,24,http://www.seniorenzentrum-fasanenhof.de/,https://maps.google.com/?cid=13395256511694197182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJZ08WMCrdmUcRvlHFhtOC5bk,34,,,,,,,,,,
8531,Luise-Schleppe-Haus,Kornwestheimer Str. 30,70439,Stuttgart,48.849303993097,9.1591329850173,7731,0711 809080,,https://www.altenheimat.de/standorte/stammheim/unser-haus,Langzeitpflege,False,"3.201,11 €",3634.691800000001,2579.6160000000004,1186.0758,0,3201.1113,2370.63,1186.0758,0,3201.1113,2370.63,1186.0758,0,3201.1113,2370.63,1186.0758,0,3201.1113,2370.63,1186.0758,0,,,,,Einzugsgespräch in der Pflegeeinrichtung,Teeküche ist für die individuelle Nutzung der Bewohner vorhanden,https://navigatoren.aok.de/etl/public/reports/2019/510/51081244470439-697193f752a8a.pdf,3,https://navigatoren.aok.de/etl/public/images/nursing_home/image288412detail-63738b62d8e52.jpg; https://navigatoren.aok.de/etl/public/images/nursing_home/image288413detail-63738b62da027.jpg; https://navigatoren.aok.de/etl/public/images/nursing_home/image288414detail-63738b62daf4a.jpg,True,Besucher jederzeit willkommen,,,,4,9,https://www.altenheimat.de/standorte/stammheim/unser-haus,https://maps.google.com/?cid=4605354230538389174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJlfQyMWPQmUcRtkYVwEWB6T8,30,,,,,,,,,,
8868,Luise-Schleppe-Haus Junge Pflege,Kornwestheimer Str. 30,70439,Stuttgart,48.849303993097,9.1591329850173,7731,0711 809080,lsh@altenheimat.de,https://www.altenheimat.de/standorte/stammheim/unser-haus,Langzeitpflege,False,"4.152,33 €",4125.9748,3088.5426,1168.4322,0,4152.3317,3510.47,1168.4322,0,4152.3317,3510.47,1168.4322,0,4152.3317,3510.47,1168.4322,0,4152.3317,3510.47,1168.4322,0,Pflegegrad 1: k.A.; Pflegegrad 2: k.A.; Pflegegrad 3: k.A.; Pflegegrad 4: k.A.; Pflegegrad 5: k.A.,2009,Einrichtungseigene Aufenthaltsmöglichkeiten im Freien: Garten am Haus; Eigene Haustiere erlaubt: Nach Absprache,Telefonanschluss in den Bewohnerzimmern; TV- oder Kabelanschluss in den Bewohnerzimmern; Internetzugang in den Bewohnerzimmern: Über eigen Telefonanschluss; Möbelmitnahme möglich,Wäscheversorgung (insbesondere Kleidung); Reinigung der Zimmer; Soziale Betreuung; Teilweise werden Angebote durch externe Honorarkräfte erbracht; Soziale Betreuung; Für alle gesetzlich versicherten Bewohnerinnen und Bewohner besteht ein Beratungsangebot zur gesundheitlichen Versorgungsplanung nach § 132g SGB V durch einen weitergebildeten Berater.,"Diätkost (z.B. Diabetiker- oder Reduktionskost); Zubereitung eigener Mahlzeiten möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden; Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache): Frühstück und Abendessen; Mittagessen aus Zentralküche des Trägers; Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Gemeinschaftliches Mittagessen möglich",https://navigatoren.aok.de/etl/public/reports/2019/510/51081940770439-696b1e3eb00b6.pdf,0,,True,Besucher jederzeit willkommen,Alle Wohn- und Gemeinschaftsflächen sind für die Bewohner und deren Angehörige in der Einrichtung barrierefrei zugänglich.,,,4,9,https://www.altenheimat.de/standorte/stammheim/unser-haus,https://maps.google.com/?cid=4605354230538389174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJlfQyMWPQmUcRtkYVwEWB6T8,30,,,,,,,,,,
8680,Alloheim Senioren-Residenz Leonardis,Albstr. 12-14,70806,Kornwestheim,48.851109977732,9.1860229750691,7757,07154 80820,kornwestheim@alloheim.de,https://www.alloheim.de/residenz/alloheim-senioren-residenz-leonardis-kornwestheim/?y_source=1_MTc4OTkzODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"Kurzzeitpflege, Langzeitpflege",True,"3.030,03 €",3197.8606000000004,2276.6328000000003,1052.2278000000001,0,3030.0333,2326.83,1052.2278000000001,0,3030.0333,2326.83,1052.2278000000001,0,3030.0333,2326.83,1052.2278000000001,0,3030.0333,2326.83,1052.2278000000001,0,Pflegegrad 1: k.A.; Pflegegrad 2: k.A.; Pflegegrad 3: k.A.; Pflegegrad 4: k.A.; Pflegegrad 5: k.A.,,Einrichtungseigene Aufenthaltsmöglichkeiten im Freien; Eigene Haustiere,Telefonanschluss in den Bewohnerzimmern; TV- oder Kabelanschluss in den Bewohnerzimmern; Internetzugang in den Bewohnerzimmern; Möbelmitnahme,,"Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache); Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Diätkost (z.B. Diabetiker- oder Reduktionskost); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Zubereitung eigener Mahlzeiten möglich; Gemeinschaftliches Mittagessen möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden",https://navigatoren.aok.de/etl/public/reports/2019/510/51081633570806-69882c9652b54.pdf,0,,True,Besucher jederzeit willkommen,,Pflegezentrum Leonardis Betriebs GmbH (),,3,42,https://www.alloheim.de/residenz/alloheim-senioren-residenz-leonardis-kornwestheim/?y_source=1_MTc4OTkzODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,https://maps.google.com/?cid=8037034828660085237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJg6KN8hPQmUcR9RG6OZhIiW8,31,,,,,,,,,,
8429,Samariterstift,Kirchgässle 1,73760,Ostfildern,48.72890199231,9.251859963253,7773,0711 448090,samariterstift.ostfildern@samariterstiftung.de,https://www.samariterstiftung.de/standorte/altenpflege/esslingen/samariterstift-ostfildern.html,Langzeitpflege,False,"3.339,66 €",3490.5010000000007,2451.2436000000007,1170.2574,0,3339.6613999999995,2552.24,1170.2574,0,3339.6613999999995,2552.24,1170.2574,0,3339.6613999999995,2552.24,1170.2574,0,3339.6613999999995,2552.24,1170.2574,0,,,,,,Teeküche ist für die individuelle Nutzung der Bewohner vorhanden,https://navigatoren.aok.de/etl/public/reports/2019/510/51081049773760-69685658bb6df.pdf,0,,True,Besucher jederzeit willkommen,,SAMARITERSTIFT OSTFILDERN (),,4.3,4,https://www.samariterstiftung.de/standorte/altenpflege/esslingen/samariterstift-ostfildern.html,https://maps.google.com/?cid=18195896278202437456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJCZWxP8LDmUcRUM8bUELPhPw,11,,,,,,,,,,
8721,Filderhof,Herrenberger Str. 29,70563,Stuttgart,48.727223983824,9.1131019623861,7853,0711 21689160,Filderhof@stuttgart.de,https://www.leben-und-wohnen.de/einrichtungen/filderhof,Langzeitpflege,False,"3.437,90 €",3676.0630000000006,2648.9736000000007,1158.0894,0,3437.8999,2682.13,1158.0894,0,3437.8999,2682.13,1158.0894,0,3437.8999,2682.13,1158.0894,0,3437.8999,2682.13,1158.0894,0,Pflegegrad 1: k.A.; Pflegegrad 2: k.A.; Pflegegrad 3: k.A.; Pflegegrad 4: k.A.; Pflegegrad 5: k.A.,,Einrichtungseigene Aufenthaltsmöglichkeiten im Freien; Eigene Haustiere,Telefonanschluss in den Bewohnerzimmern; TV- oder Kabelanschluss in den Bewohnerzimmern; Internetzugang in den Bewohnerzimmern; Möbelmitnahme,Einzugsgespräch in der Pflegeeinrichtung,"Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache); Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Diätkost (z.B. Diabetiker- oder Reduktionskost); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Zubereitung eigener Mahlzeiten möglich; Gemeinschaftliches Mittagessen möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden",https://navigatoren.aok.de/etl/public/reports/2019/510/51081701870563-6925ae58233f0.pdf,1,https://navigatoren.aok.de/etl/public/images/nursing_home/image285792detail-63738b5ee8cae.jpg,True,Besucher jederzeit willkommen,,,,4.7,6,https://www.leben-und-wohnen.de/einrichtungen/filderhof,https://maps.google.com/?cid=16717195366529785117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJK5mlaVbcmUcRHV3QRp1o_-c,14,,,,,,,,,,
9936,Paritätische Sozialdienste gGmbH Paritätisches Mehrgenerationenzentrum,Hauptstr. 28,70563,Stuttgart,48.730552866205,9.1072989354822,7863,0711 76101014,info@pasodi.de,https://www.pasodi.de/pflegeheime/stuttgart-vaihingen/,"Kurzzeitpflege, Langzeitpflege",True,"3.102,81 €",3454.9096000000004,2415.6522000000004,1170.2574,0,3102.8089,2273.59,1170.2574,0,3102.8089,2273.59,1170.2574,0,3102.8089,2273.59,1170.2574,0,3102.8089,2273.59,1170.2574,0,Pflegegrad 1: k.A.; Pflegegrad 2: k.A.; Pflegegrad 3: k.A.; Pflegegrad 4: k.A.; Pflegegrad 5: k.A.,,Einrichtungseigene Aufenthaltsmöglichkeiten im Freien; Eigene Haustiere,Möbelmitnahme möglich; Telefonanschluss in den Bewohnerzimmern; TV- oder Kabelanschluss in den Bewohnerzimmern; Internetzugang in den Bewohnerzimmern,,"Spezielle Kostformen nach Absprache möglich (z. B. vegetarisch, ohne Schweinefleisch); Diätkost (z.B. Diabetiker- oder Reduktionskost); Zwischenmahlzeiten (z.B. Joghurt, Obst) zur freien Verfügung; Getränke (kalt/heiß) zur freien Verfügung; Einnahme von Mahlzeiten auf Wunsch im eigenen Zimmer möglich; Gemeinschaftliches Mittagessen möglich; Mahlzeiten werden in der Einrichtung zubereitet (nach Absprache); Zubereitung eigener Mahlzeiten möglich; Teeküche ist für die individuelle Nutzung der Bewohner vorhanden",https://navigatoren.aok.de/etl/public/reports/2019/512/51281122170563-68ee69ec2f1a2.pdf,0,,False,,,,,4,28,https://www.pasodi.de/pflegeheime/stuttgart-vaihingen/,https://maps.google.com/?cid=5376644292172145255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJyUBYlFDcmUcRZ2KNPn-tnUo,83,,,,,,,,,,
